Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action
b4b022f4-83eb-4444-9869-c8238f2da42d,2021-12-29 15:47:04,179.76.248.22,180.232.57.236,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/48.0.817.0 Mobile/41G794 Safari/535.1",Malware,Medium,False,Author station find article.,Blocked
1d4916e1-ea58-4511-addb-a2eb316120a8,2021-12-21 09:59:27,5.235.116.105,188.49.28.177,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-02-04 00:22:46 Firefox/9.0,Phishing,High,False,Allow movement quickly reality make.,Eradicated
7f8990ac-e078-4118-b969-75bc2443239a,2020-09-10 15:23:52,70.183.198.203,40.63.22.53,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.808.0 Safari/535.1",Insider Threat,Low,False,Food everyone gas play.,Eradicated
14707202-5d4c-4f6d-af93-5955c3ae4039,2022-05-19 11:47:54,220.102.10.73,86.116.80.156,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Phishing,Low,False,Truth rich cover sometimes.,Contained
1eb5e7ab-b925-46d5-b5de-a94a3cfc86a7,2020-04-23 04:01:52,108.181.47.195,196.137.252.129,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3 rv:4.0; sw-TZ) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/4.0.4 Safari/535.41.3",DDoS,Critical,False,Meet collection husband pattern begin hope.,Recovered
f174be69-bbc9-4ee0-b388-84520d1ca89b,2021-11-19 17:43:51,119.84.11.92,54.149.107.159,Opera/9.82.(Windows NT 5.0; gd-GB) Presto/2.9.161 Version/12.00,DDoS,Critical,True,Job learn course newspaper.,Contained
92b7381d-80f2-45b0-8bbe-bb930c9fde1e,2021-07-30 13:51:10,146.38.141.115,170.23.78.74,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.3s7353.0 Mobile/15L481 Safari/531.0",DDoS,Medium,False,Three try both executive cover.,Blocked
c5cbc2b4-a04d-4fa6-8119-a67bf441a83c,2023-11-10 04:51:41,121.147.70.193,16.111.228.157,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; szl-PL) AppleWebKit/532.27.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.27.6",DDoS,Critical,False,Current your body reduce six industry thank.,Eradicated
7a59bd26-6283-4b71-8bd2-221d477d2b69,2022-03-02 17:47:16,70.58.102.166,200.42.24.134,Opera/8.85.(X11; Linux i686; mi-NZ) Presto/2.9.188 Version/10.00,Insider Threat,High,False,Hold world similar talk establish.,Blocked
a9a95741-5730-46fc-be4b-d153881b05a0,2021-02-26 15:47:16,154.193.129.11,33.240.140.19,Opera/9.76.(Windows NT 5.01; nr-ZA) Presto/2.9.166 Version/12.00,Insider Threat,High,False,Instead spend husband work green hope option as.,Eradicated
03ee432c-f324-4a72-a6da-02af11bab34d,2022-08-04 03:34:06,7.195.147.68,115.239.54.84,Opera/9.93.(Windows NT 5.01; se-NO) Presto/2.9.164 Version/10.00,Insider Threat,Critical,False,Bed call build court onto try.,Eradicated
d74fc9d2-c860-4261-acbf-2bc059486149,2022-08-19 11:18:54,91.204.76.91,191.8.134.30,Mozilla/5.0 (Android 2.3.6; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,Ransomware,Low,False,Industry yard several allow member.,Eradicated
5e1abc60-7b28-490e-a5df-136d987bd3e2,2022-04-11 16:21:11,12.148.217.48,72.106.185.73,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/51.0.801.0 Safari/535.1",Phishing,Critical,False,Modern type type can.,Eradicated
c2631b58-25cc-4be0-bc0b-2cca0e2092d5,2020-10-25 11:18:31,121.171.201.141,200.141.28.92,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; raj-IN) AppleWebKit/535.45.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.45.2",Ransomware,Critical,False,People receive he mind well experience.,Contained
10b531ed-3391-45ab-a936-a70006d31570,2020-08-18 10:03:46,161.15.134.110,181.170.39.139,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0),Ransomware,Low,False,Trial now himself coach herself community.,Blocked
516fd6f3-6f78-4930-b8c7-ddbe145c1c8f,2023-11-18 08:10:55,52.92.149.127,223.106.97.152,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2; rv:1.9.6.20) Gecko/2016-11-05 22:31:50 Firefox/6.0,Insider Threat,High,False,Defense her none themselves myself rich fly.,Eradicated
8391ae71-6d8d-4f01-b16e-7a7c65b16b93,2020-05-26 12:21:01,151.131.40.171,172.205.149.110,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.8u8268.0 Mobile/40I142 Safari/534.0",DDoS,High,False,Begin development early.,Contained
8c58e0e2-2643-41be-a66a-1427b535db02,2021-06-18 01:18:30,145.162.239.233,185.127.229.185,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),DDoS,High,False,Positive during break it behavior choose.,Contained
64226dee-05c1-4e92-9201-9504a79693bf,2021-12-31 02:21:51,69.33.71.90,42.211.169.245,Opera/8.46.(Windows NT 6.2; cmn-TW) Presto/2.9.184 Version/10.00,Ransomware,High,False,Popular cost field bag hope simple.,Eradicated
63624a81-2b72-4f1d-9f01-f2300d659b4b,2023-08-05 00:28:13,97.156.248.227,183.248.73.183,Opera/9.19.(Windows 98; kw-GB) Presto/2.9.169 Version/10.00,Phishing,Medium,False,Huge information majority quality those again.,Recovered
2e31dafc-ddcd-4141-8349-5a1e9503596f,2022-01-24 02:30:37,46.183.148.243,138.167.86.100,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0; rv:1.9.4.20) Gecko/2016-03-14 23:39:50 Firefox/12.0,Ransomware,Low,False,Easy paper worry example reality position.,Blocked
544e6777-9ab7-40ab-90fd-5cee191130e4,2020-02-12 23:20:51,102.196.142.252,2.225.51.15,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2010-10-29 16:51:45 Firefox/3.6.19,Insider Threat,Critical,False,Service or professional.,Recovered
bddb6fb1-2596-4fb4-be80-603343962ccd,2022-01-27 14:23:26,59.21.25.114,212.102.93.218,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.39.2 (KHTML, like Gecko) Version/4.0.1 Safari/531.39.2",Malware,Low,False,Send step appear almost.,Recovered
58b5fdca-4414-4dfc-a142-311282e8aac2,2022-07-17 17:24:34,3.77.235.93,152.66.109.36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/13.0.871.0 Safari/536.2",Insider Threat,Critical,False,Mean fine rate capital likely two.,Eradicated
30002ce7-5796-4069-bf2a-975cb9634129,2020-06-18 21:26:43,158.76.144.155,100.249.32.194,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/17.1j5171.0 Mobile/23R708 Safari/531.2",Ransomware,Low,False,Set blue course popular compare myself likely.,Blocked
19ca94ab-4728-4db9-ad82-781da7f0cc39,2023-01-07 04:47:52,163.178.114.209,19.229.55.174,Mozilla/5.0 (Windows CE; sa-IN; rv:1.9.1.20) Gecko/2017-10-02 23:19:46 Firefox/13.0,Malware,Critical,False,Else something south Mrs.,Recovered
4b41dff3-206c-4fc7-bb5d-83928ee256d4,2022-10-15 13:20:56,145.25.126.97,191.37.124.135,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/23.0.804.0 Safari/532.2",DDoS,Low,False,Debate in type guess daughter picture magazine.,Recovered
286c3dfa-582b-4742-8720-2fd42273fb16,2021-11-10 12:12:42,6.68.13.108,161.36.10.32,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),Insider Threat,Critical,False,Might hospital my occur.,Blocked
d1e5c269-5716-4259-88e7-91895d93f005,2020-09-12 10:17:33,151.153.205.163,108.15.78.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/13.0.872.0 Mobile/99P896 Safari/534.0",Malware,Critical,False,Democratic hour television record source thank.,Blocked
0dd533f8-2db8-4e67-9b5d-ef551bc373ad,2022-11-01 03:47:46,140.40.176.250,201.233.134.250,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),Ransomware,Critical,False,Simply shoulder what former by job always fire.,Eradicated
a5ccf5fb-a47b-40d9-928b-b7cc4f923849,2023-12-13 08:05:46,102.78.55.242,118.123.22.166,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),Malware,High,False,Left owner million whom my.,Contained
0b33fca8-bede-499a-b765-0defbe5186eb,2021-10-11 19:02:37,163.172.17.79,137.75.69.195,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/20.0.831.0 Safari/532.1",DDoS,High,False,Fill between buy around many.,Contained
c215a13a-7ffc-4bcc-8c3b-59b63f7abd07,2021-03-03 15:24:26,40.85.18.174,140.164.53.15,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.9.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.9.2",Insider Threat,Critical,False,Expert rather capital new thought fact.,Blocked
4c3711d5-5726-4be6-aee8-0a729408e7f5,2020-09-13 10:23:26,112.62.99.192,4.66.43.160,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.40.5 (KHTML, like Gecko) Version/4.1 Safari/531.40.5",Phishing,Medium,False,Thus exist ever young.,Contained
7755eb92-768b-4bd7-ae1d-a06638fcccd6,2021-03-21 03:20:02,105.238.199.122,62.53.254.231,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.2.20) Gecko/2016-01-21 19:14:34 Firefox/3.8,Phishing,Medium,False,Forward wife stage lawyer game former citizen.,Recovered
2be0f49e-971a-454e-a3db-96428ca2844f,2023-08-06 16:10:15,39.75.162.65,132.247.115.82,Mozilla/5.0 (Windows 95; szl-PL; rv:1.9.1.20) Gecko/2021-04-01 18:13:59 Firefox/3.8,Ransomware,Medium,False,Computer free military hold.,Eradicated
6462e329-dd74-4888-9b27-00c6ac9f7875,2021-09-12 03:10:54,45.176.182.172,164.92.208.181,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/33.0.812.0 Safari/535.2",Ransomware,Critical,False,Young yes response forget least into goal.,Eradicated
600cd804-d564-4365-bb30-856fdba067c9,2020-03-25 16:58:14,73.90.171.133,175.229.235.195,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),Insider Threat,Medium,False,Forget throw describe eight attack kind.,Contained
52450a79-8c6b-4e1a-bc22-8d5685220df2,2020-06-30 07:55:27,191.195.173.95,147.100.242.237,Mozilla/5.0 (Windows CE; hne-IN; rv:1.9.2.20) Gecko/2018-12-29 03:07:52 Firefox/3.6.20,Phishing,Low,True,Office glass fill real young need future much.,Recovered
20a552fa-279d-4cd8-a122-79c9b83d33d7,2021-07-31 02:01:51,8.195.195.96,20.163.123.222,Opera/9.66.(X11; Linux i686; ms-MY) Presto/2.9.168 Version/11.00,Ransomware,High,False,Trouble yet hot toward whether to white.,Blocked
16e4345c-7375-42e2-a39e-eca3b19909b3,2020-06-08 14:02:38,191.241.25.123,173.75.104.51,Mozilla/5.0 (Windows 98; Win 9x 4.90; fy-DE; rv:1.9.0.20) Gecko/2019-03-03 14:03:52 Firefox/3.6.16,Insider Threat,Low,False,Federal although spring expect mission.,Eradicated
ee360d19-c983-4eef-a4b4-11205239a0a8,2023-07-29 09:44:39,205.237.149.68,15.27.186.79,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/17.5u3073.0 Mobile/74I714 Safari/532.0",Malware,High,False,Into both all area interesting decide must.,Recovered
6d802ac1-063b-494f-acae-6a00e3b2e858,2020-08-08 22:26:26,64.224.79.10,95.227.23.58,Opera/9.25.(Windows NT 5.01; pt-BR) Presto/2.9.168 Version/11.00,Malware,Medium,True,Light management approach.,Eradicated
1c2da498-201a-4bc3-92f3-e80ae7d76b67,2023-01-07 19:41:04,153.140.193.39,21.166.202.38,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),Insider Threat,High,False,Charge space whom step gas.,Blocked
6df6ee56-dc9f-498c-b72d-4106e0716562,2021-05-13 05:55:06,213.176.252.73,110.80.193.4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/18.0.819.0 Safari/536.0",DDoS,Critical,False,Data a particular better front Republican.,Blocked
49fe775e-45c2-44f4-b606-2aa389a54e1c,2022-05-09 09:03:24,8.152.231.39,213.166.206.46,Mozilla/5.0 (Android 3.2.6; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0,DDoS,High,False,Indicate network help.,Eradicated
3edd36c0-81a7-4aa2-b85a-66394e83d591,2021-04-22 20:25:35,88.170.53.85,137.170.152.237,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),Phishing,High,True,Audience hold ahead.,Eradicated
92753093-e0f4-49bd-9834-272ec27d761c,2022-01-24 09:49:13,67.241.195.174,7.252.106.92,Opera/9.69.(Windows NT 5.0; ta-IN) Presto/2.9.165 Version/10.00,Malware,Low,False,Born above catch door.,Blocked
1ab41b27-3e36-4ef9-9593-5964723349c5,2023-08-09 03:20:37,79.104.179.165,23.207.63.112,Mozilla/5.0 (Windows NT 6.2; gu-IN; rv:1.9.1.20) Gecko/2016-03-31 02:04:47 Firefox/3.6.14,Malware,Low,True,Hope party us lot box report entire.,Blocked
70d1b3fb-39f1-40cc-8a6d-20f8a58033dc,2023-06-23 07:49:31,133.22.86.93,95.159.34.241,Opera/8.44.(X11; Linux i686; iw-IL) Presto/2.9.182 Version/11.00,Phishing,Critical,False,High beyond across prove common.,Eradicated
19458d60-d561-4fac-bbc1-f8ac71aba5f7,2023-07-31 07:33:56,153.234.84.49,99.239.192.107,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),Ransomware,Medium,True,Behavior chair sometimes.,Blocked
a1f38752-fcf9-4dff-a7cf-8fad9cdcf43e,2022-04-16 08:25:05,217.189.78.153,15.98.80.156,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/11.9n5967.0 Mobile/38Z367 Safari/536.1",Phishing,Low,False,Other child few hot than production.,Blocked
dd294d05-9fe8-4460-950f-0b4173ebbfa4,2022-09-02 12:20:16,35.168.72.75,43.202.218.2,Mozilla/5.0 (Android 6.0.1; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,Phishing,Medium,False,Certain huge environmental plant guy industry.,Blocked
9eb497cc-b428-439f-952b-ffb72b0bb007,2020-04-28 21:32:44,215.223.255.214,185.129.40.83,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),DDoS,Low,False,Fund account into would.,Recovered
9833497e-ee3c-431d-a992-bc33a1f56298,2022-04-04 14:04:28,124.71.28.247,126.50.252.54,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/32.0.869.0 Safari/531.2",Insider Threat,Critical,False,Weight your final itself market project.,Contained
7f585687-47dc-4ccd-b9ff-58602ce88bf9,2022-11-09 23:08:56,41.139.190.52,7.237.31.73,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/18.0f9358.0 Mobile/51J077 Safari/533.1",Ransomware,Critical,False,Run out according hope assume over.,Blocked
2eb91a66-cea6-4208-8b6a-73e1bd684d1a,2023-05-29 11:42:04,187.6.111.122,86.31.107.200,Opera/9.46.(Windows NT 10.0; de-LI) Presto/2.9.184 Version/12.00,Phishing,High,False,Write business leader beyond vote rule put.,Eradicated
943353ec-2e5b-4ead-af85-dec0e809e051,2020-02-26 16:17:10,30.1.126.95,158.74.255.17,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/25.0.808.0 Safari/532.0",Malware,Critical,True,Truth skin response fight type new upon whether.,Contained
bd646647-ef44-46b0-a4ab-3ac88cae50a7,2023-11-16 11:04:40,110.4.243.220,61.15.218.161,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/28.0.890.0 Mobile/36W013 Safari/534.0",Ransomware,Low,False,Keep organization light report structure trial.,Eradicated
39fe77fa-4d9e-402c-afde-1f2deac46fca,2022-11-06 12:56:22,197.113.27.94,166.7.134.13,Opera/8.86.(Windows NT 5.1; nb-NO) Presto/2.9.186 Version/10.00,Ransomware,Critical,False,Kid think blood research ground human player.,Blocked
4ec6e7f7-db20-445d-b561-c8495b98b584,2022-09-18 16:04:32,109.204.188.239,72.224.96.106,Opera/8.47.(X11; Linux i686; tl-PH) Presto/2.9.179 Version/11.00,DDoS,Critical,False,Hand certainly one again throw look prevent check.,Recovered
a0495684-3b60-4108-ad86-286b7b45fff7,2020-02-12 02:55:10,50.106.185.12,116.29.149.241,Mozilla/5.0 (Windows NT 5.1; sw-KE; rv:1.9.1.20) Gecko/2015-02-10 00:08:37 Firefox/3.6.13,Insider Threat,High,False,Own nation instead worker life.,Contained
7e3ec889-afad-4e4e-a61c-a6b7b028e661,2020-05-08 07:25:27,215.227.72.59,219.94.32.86,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8 rv:6.0; lb-LU) AppleWebKit/532.40.7 (KHTML, like Gecko) Version/4.0.1 Safari/532.40.7",Ransomware,High,False,Me real product their room.,Eradicated
18685581-9aef-4a02-b76e-2144bfe7f199,2020-01-09 07:21:42,177.134.110.66,16.220.82.221,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.862.0 Safari/532.1",Insider Threat,High,False,Discuss star crime many military item.,Contained
017aa46e-e45d-40d1-b18f-b24f046518f3,2024-01-24 00:37:20,47.237.88.172,22.209.247.43,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3 rv:3.0; fo-FO) AppleWebKit/533.45.3 (KHTML, like Gecko) Version/4.0 Safari/533.45.3",DDoS,Critical,False,Worker between run easy foot.,Eradicated
bd486611-9550-43ae-897b-b7f1a37d7dc0,2020-04-28 16:08:00,39.168.11.182,209.93.207.195,Mozilla/5.0 (Android 4.4.4; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0,Malware,Medium,False,Test current sell foot.,Recovered
3fd4bc7f-ae63-474a-a3ae-995adc2fda42,2020-10-12 03:25:51,95.62.208.159,117.49.250.241,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/27.0.889.0 Mobile/31W826 Safari/531.2",Ransomware,Medium,False,Wish vote carry second friend.,Contained
72f4b484-882f-4ec2-a313-b7da12835ef7,2022-05-10 21:22:23,60.206.27.33,83.2.128.36,Opera/8.95.(X11; Linux i686; mag-IN) Presto/2.9.169 Version/12.00,Phishing,Low,True,Apply rule behavior recently what.,Blocked
fc06b6ec-35ed-4b9a-9aee-39e5e1a028f5,2022-07-25 11:58:24,159.137.24.163,35.142.110.198,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.0),Malware,Critical,False,Billion usually back parent suggest.,Recovered
30404320-a5ba-4c19-9ef1-3a4b77cc47a2,2022-03-21 08:59:25,38.191.66.45,117.245.211.106,Mozilla/5.0 (Windows 95; tn-ZA; rv:1.9.1.20) Gecko/2019-12-04 21:33:30 Firefox/10.0,DDoS,Low,False,Wide six small final case realize change.,Blocked
818708c1-d6f1-499c-9cde-4c3edf69ac0c,2022-11-24 15:40:14,9.159.16.31,174.141.63.98,Mozilla/5.0 (Android 4.4.4; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Insider Threat,High,True,Politics century since eight too.,Recovered
4d27e994-66ca-4296-886d-08274081d6bc,2022-08-18 09:48:59,23.73.167.248,154.88.205.70,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/18.0.852.0 Safari/535.1",Insider Threat,High,False,Between economic dog start value nation.,Blocked
c3c29bd1-e633-4b58-aed1-c16ace25c864,2023-03-13 10:29:02,5.96.150.188,141.14.0.224,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6 rv:6.0; fo-FO) AppleWebKit/531.38.6 (KHTML, like Gecko) Version/4.0 Safari/531.38.6",Ransomware,Critical,False,Institution structure anyone maybe store own.,Contained
af297c2a-44d5-490c-83dd-4f25b8669d71,2021-06-16 01:10:10,160.66.61.205,77.166.146.241,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7 rv:6.0; as-IN) AppleWebKit/535.4.2 (KHTML, like Gecko) Version/5.1 Safari/535.4.2",Ransomware,Critical,False,Its record use.,Recovered
b02487d1-6785-4f7b-b865-b3c1f8fee833,2021-07-09 02:24:52,68.246.172.87,71.182.110.98,Mozilla/5.0 (Windows CE; fil-PH; rv:1.9.2.20) Gecko/2012-06-11 09:44:47 Firefox/3.8,Ransomware,Critical,False,Hit brother already political necessary however strategy yeah.,Blocked
6e2807c2-59d4-42e2-b012-53bed48d4266,2020-11-16 14:37:38,157.39.126.241,142.171.9.161,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/16.6w1802.0 Mobile/93Y641 Safari/531.0",Ransomware,High,False,Body past operation.,Eradicated
90f55399-f36e-4ac0-a3d3-455ce2cd7253,2020-08-30 09:48:04,20.163.59.91,150.131.107.62,Opera/9.74.(Windows NT 4.0; wae-CH) Presto/2.9.180 Version/12.00,Malware,High,False,Want contain weight smile property staff practice four.,Blocked
3c9967a3-b383-4821-9868-4db4b0d1944a,2023-06-28 07:36:02,131.246.183.59,49.57.71.239,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),Insider Threat,Low,False,Boy glass face relate.,Contained
d18511af-a95a-4dac-8604-50a15727f6d6,2021-04-03 03:20:32,121.188.159.227,144.9.73.90,Opera/8.71.(X11; Linux i686; yi-US) Presto/2.9.168 Version/12.00,Insider Threat,Critical,False,Next reality station simple.,Contained
1a01d158-3993-45fb-bb13-73e6149a14cd,2023-10-13 17:38:19,119.77.242.41,173.65.79.67,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.1),Malware,Critical,False,Many best plant.,Blocked
a5dc9a08-f451-47dd-8153-9f4e0bb3b7c3,2021-06-28 11:01:53,48.132.185.249,32.86.32.158,Mozilla/5.0 (Windows NT 5.01; aa-ET; rv:1.9.2.20) Gecko/2018-02-22 01:05:27 Firefox/3.8,Phishing,Critical,False,Court environmental career throw think also range.,Eradicated
11de6d8d-c0e3-46f5-bbde-00b0e962176a,2023-06-05 13:29:48,72.169.241.69,112.126.245.97,Opera/8.60.(Windows 95; wo-SN) Presto/2.9.167 Version/11.00,Phishing,Medium,False,Red expect perhaps social.,Eradicated
f2902acd-777e-4774-af43-bc67c55058f4,2021-03-13 00:02:22,63.246.60.40,145.54.145.140,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Insider Threat,Medium,False,Civil case follow green class.,Blocked
23755b6d-f35b-4105-bce4-55fead81c96c,2023-03-10 05:12:11,60.169.133.215,93.246.45.112,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/36.0.846.0 Safari/536.0",DDoS,Low,False,Suffer section will event use for.,Contained
9cc8de0d-1d58-479d-97f4-793767e49fd0,2023-10-02 21:58:32,171.80.30.188,41.90.243.87,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.35.7 (KHTML, like Gecko) Version/5.0 Safari/532.35.7",Insider Threat,High,False,Doctor key of issue effect clear contain participant.,Blocked
df2c791e-20af-4f45-830b-e68dc839d95c,2023-09-10 13:17:05,76.146.35.254,154.35.163.85,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9; rv:1.9.2.20) Gecko/2018-08-04 07:18:10 Firefox/3.6.3,Phishing,Low,False,Line TV natural never human word outside.,Recovered
02d5c72d-87a5-4452-a2f6-b968d274a021,2020-11-30 05:54:54,130.233.214.194,204.235.24.235,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),Malware,High,False,One director career receive.,Eradicated
e6c7fd4b-23b1-4365-8134-6d02f5c6c70f,2023-09-20 10:41:39,147.253.192.40,207.109.44.168,Opera/8.95.(X11; Linux i686; mt-MT) Presto/2.9.161 Version/12.00,DDoS,High,False,Available attorney keep everything modern article expect.,Blocked
ecc422e6-7b7f-4fbf-b403-fa5a75d906d5,2023-11-15 21:05:57,6.96.216.166,16.110.32.114,Opera/8.87.(Windows NT 6.1; he-IL) Presto/2.9.167 Version/10.00,Ransomware,Medium,False,Recently campaign keep beautiful.,Blocked
88e2d482-c6f2-4927-bb04-e69f8b913603,2022-05-07 10:57:12,82.130.183.167,113.169.76.88,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/49.0.884.0 Safari/532.1",Insider Threat,High,False,News wonder sing to history respond imagine.,Contained
59d6ede7-c235-4999-a2d2-e33537225e41,2023-06-09 18:11:10,111.245.154.22,10.158.11.205,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.8a3985.0 Mobile/82O431 Safari/534.2",Ransomware,Medium,False,New everybody kitchen out pay.,Eradicated
d0888ff8-e032-43f6-81bd-320961fdf8f9,2021-07-06 11:31:14,220.101.147.71,135.155.103.27,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),Phishing,Medium,False,We outside generation structure set mention.,Blocked
a1ae5cb6-c850-437b-ba9d-175f86e43d24,2022-11-07 15:13:41,75.57.242.224,188.73.158.84,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/57.0.845.0 Safari/536.0",DDoS,Low,False,Close short fight campaign.,Blocked
1238aeb3-2066-475a-be95-1ace63d3ec7d,2021-03-05 23:22:47,158.191.129.91,61.17.28.62,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),Malware,Low,False,Production political hope field region whole.,Recovered
c50d42a6-b449-4404-8567-1015ff0c9771,2022-09-30 23:25:25,79.147.97.159,13.93.43.226,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/20.0.813.0 Safari/535.1",Insider Threat,High,False,Choice realize product often fight impact here group.,Contained
